name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Bob,2019-08-30,Blake,2019-06-27,Fred,2019-01-11,"['Bob', 'Blake', 'Fred']",Bob took a ferry on the 30th of August. Blake took a ferry on the 27th of June. Fred took a ferry on the 11th of January. The only person that took a ferry in a cold month is,2019-01-11,cold,0,Fred
Richard,2019-11-09,Fred,2019-09-16,Grant,2019-05-16,"['Richard', 'Fred', 'Grant']",Richard washed the car on the 9th of November. Fred washed the car on the 16th of September. Grant washed the car on the 16th of May. The only person that washed the car in a cold month is,2019-11-09,cold,0,Richard
Connor,2019-09-09,Marco,2019-01-31,Kyle,2019-05-14,"['Connor', 'Marco', 'Kyle']",Connor donated toys on the 9th of September. Marco donated toys on the 31st of January. Kyle donated toys on the 14th of May. The only person that donated toys in a cold month is,2019-01-31,cold,0,Marco
Brandon,2019-05-09,Scott,2019-01-26,Emily,2019-10-12,"['Brandon', 'Scott', 'Emily']",Brandon arrived in Spain on the 9th of May. Scott arrived in Spain on the 26th of January. Emily arrived in Spain on the 12th of October. The only person that arrived in Spain in a cold month is,2019-01-26,cold,0,Scott
Blake,2019-05-26,Aaron,2019-03-21,Alice,2019-11-08,"['Blake', 'Aaron', 'Alice']",Blake went to a festival on the 26th of May. Aaron went to a festival on the 21st of March. Alice went to a festival on the 8th of November. The only person that went to a festival in a warm month is,2019-05-26,warm,1,Blake
Marco,2019-07-18,Fred,2019-02-24,Michael,2019-05-08,"['Marco', 'Fred', 'Michael']",Marco mowed the lawn on the 18th of July. Fred mowed the lawn on the 24th of February. Michael mowed the lawn on the 8th of May. The only person that mowed the lawn in a cold month is,2019-02-24,cold,0,Fred
Aaron,2019-06-01,Fred,2019-07-13,Joy,2019-03-30,"['Aaron', 'Fred', 'Joy']",Aaron sold their car on the 1st of June. Fred sold their car on the 13th of July. Joy sold their car on the 30th of March. The only person that sold their car in a cold month is,2019-03-30,cold,0,Joy
Ryan,2019-12-22,Robert,2019-11-04,Henry,2019-08-27,"['Ryan', 'Robert', 'Henry']",Ryan got a manicure on the 22nd of December. Robert got a manicure on the 4th of November. Henry got a manicure on the 27th of August. The only person that got a manicure in a warm month is,2019-08-27,warm,1,Henry
Brandon,2019-07-18,Rachel,2019-02-07,Luke,2019-04-11,"['Brandon', 'Rachel', 'Luke']",Brandon arrived in the US on the 18th of July. Rachel arrived in the US on the 7th of February. Luke arrived in the US on the 11th of April. The only person that arrived in the US in a warm month is,2019-07-18,warm,1,Brandon
Alex,2019-07-08,Jerry,2019-02-04,Connor,2019-10-22,"['Alex', 'Jerry', 'Connor']",Alex watered the plants on the 8th of July. Jerry watered the plants on the 4th of February. Connor watered the plants on the 22nd of October. The only person that watered the plants in a cold month is,2019-02-04,cold,0,Jerry
Rachel,2019-10-25,Hunter,2019-09-30,Neil,2019-03-17,"['Rachel', 'Hunter', 'Neil']",Rachel took an exam on the 25th of October. Hunter took an exam on the 30th of September. Neil took an exam on the 17th of March. The only person that took an exam in a cold month is,2019-03-17,cold,0,Neil
Steve,2019-01-26,Tyler,2019-12-09,Scott,2019-08-30,"['Steve', 'Tyler', 'Scott']",Steve took a walk in the park on the 26th of January. Tyler took a walk in the park on the 9th of December. Scott took a walk in the park on the 30th of August. The only person that took a walk in the park in a warm month is,2019-08-30,warm,1,Scott
Jack,2019-11-15,Kevin,2019-06-23,Emily,2019-09-17,"['Jack', 'Kevin', 'Emily']",Jack went to the beach on the 15th of November. Kevin went to the beach on the 23rd of June. Emily went to the beach on the 17th of September. The only person that went to the beach in a cold month is,2019-11-15,cold,0,Jack
Martin,2019-10-04,Connor,2019-01-06,Henry,2019-08-16,"['Martin', 'Connor', 'Henry']",Martin harvested a garden on the 4th of October. Connor harvested a garden on the 6th of January. Henry harvested a garden on the 16th of August. The only person that harvested a garden in a cold month is,2019-01-06,cold,0,Connor
Hope,2019-08-14,Jason,2019-04-09,Brandon,2019-07-21,"['Hope', 'Jason', 'Brandon']",Hope took a ferry on the 14th of August. Jason took a ferry on the 9th of April. Brandon took a ferry on the 21st of July. The only person that took a ferry in a cold month is,2019-04-09,cold,0,Jason
Maria,2019-06-19,Mark,2019-07-15,Martin,2019-12-03,"['Maria', 'Mark', 'Martin']",Maria donated blood on the 19th of June. Mark donated blood on the 15th of July. Martin donated blood on the 3rd of December. The only person that donated blood in a cold month is,2019-12-03,cold,0,Martin
Marco,2019-07-20,Frank,2019-03-23,Mark,2019-05-13,"['Marco', 'Frank', 'Mark']",Marco wrote a letter on the 20th of July. Frank wrote a letter on the 23rd of March. Mark wrote a letter on the 13th of May. The only person that wrote a letter in a cold month is,2019-03-23,cold,0,Frank
Max,2019-11-07,Jason,2019-10-14,Jerry,2019-09-26,"['Max', 'Jason', 'Jerry']",Max refinanced the mortgage on the 7th of November. Jason refinanced the mortgage on the 14th of October. Jerry refinanced the mortgage on the 26th of September. The only person that refinanced the mortgage in a cold month is,2019-11-07,cold,0,Max
Max,2019-01-06,Dean,2019-03-21,Emily,2019-06-13,"['Max', 'Dean', 'Emily']",Max played beer pong on the 6th of January. Dean played beer pong on the 21st of March. Emily played beer pong on the 13th of June. The only person that played beer pong in a warm month is,2019-06-13,warm,1,Emily
Alice,2019-10-01,Hope,2019-03-18,William,2019-03-23,"['Alice', 'Hope', 'William']",Alice went to the zoo on the 1st of October. Hope went to the zoo on the 18th of March. William went to the zoo on the 23rd of March. The only person that went to the zoo in a warm month is,2019-10-01,warm,1,Alice
Grant,2019-08-22,Kevin,2019-05-10,Richard,2019-12-09,"['Grant', 'Kevin', 'Richard']",Grant renovated the bathroom on the 22nd of August. Kevin renovated the bathroom on the 10th of May. Richard renovated the bathroom on the 9th of December. The only person that renovated the bathroom in a cold month is,2019-12-09,cold,0,Richard
Walker,2019-06-22,Laura,2019-09-27,Max,2019-03-17,"['Walker', 'Laura', 'Max']",Walker took a plane on the 22nd of June. Laura took a plane on the 27th of September. Max took a plane on the 17th of March. The only person that took a plane in a cold month is,2019-03-17,cold,0,Max
April,2019-08-21,Jason,2019-12-01,Ian,2019-05-16,"['April', 'Jason', 'Ian']",April won a contest on the 21st of August. Jason won a contest on the 1st of December. Ian won a contest on the 16th of May. The only person that won a contest in a cold month is,2019-12-01,cold,0,Jason
Neil,2019-03-17,Tyler,2019-04-01,Matt,2019-05-03,"['Neil', 'Tyler', 'Matt']",Neil arrived in Italy on the 17th of March. Tyler arrived in Italy on the 1st of April. Matt arrived in Italy on the 3rd of May. The only person that arrived in Italy in a warm month is,2019-05-03,warm,1,Matt
Charlie,2019-12-02,Connor,2019-02-28,Martin,2019-10-04,"['Charlie', 'Connor', 'Martin']",Charlie arrived in Canada on the 2nd of December. Connor arrived in Canada on the 28th of February. Martin arrived in Canada on the 4th of October. The only person that arrived in Canada in a warm month is,2019-10-04,warm,1,Martin
Emily,2019-04-03,Kevin,2019-01-03,Charlie,2019-05-04,"['Emily', 'Kevin', 'Charlie']",Emily took an exam on the 3rd of April. Kevin took an exam on the 3rd of January. Charlie took an exam on the 4th of May. The only person that took an exam in a warm month is,2019-05-04,warm,1,Charlie
Richard,2019-12-20,Fred,2019-01-11,Josh,2019-10-08,"['Richard', 'Fred', 'Josh']",Richard washed the car on the 20th of December. Fred washed the car on the 11th of January. Josh washed the car on the 8th of October. The only person that washed the car in a warm month is,2019-10-08,warm,1,Josh
Jack,2019-06-30,Dean,2019-11-15,Ian,2019-12-20,"['Jack', 'Dean', 'Ian']",Jack donated toys on the 30th of June. Dean donated toys on the 15th of November. Ian donated toys on the 20th of December. The only person that donated toys in a warm month is,2019-06-30,warm,1,Jack
Laura,2019-03-21,Jerry,2019-10-02,Kyle,2019-06-12,"['Laura', 'Jerry', 'Kyle']",Laura cleaned the shed on the 21st of March. Jerry cleaned the shed on the 2nd of October. Kyle cleaned the shed on the 12th of June. The only person that cleaned the shed in a cold month is,2019-03-21,cold,0,Laura
Walker,2019-03-04,Bob,2019-08-23,Alice,2019-10-04,"['Walker', 'Bob', 'Alice']",Walker repotted the plants on the 4th of March. Bob repotted the plants on the 23rd of August. Alice repotted the plants on the 4th of October. The only person that repotted the plants in a cold month is,2019-03-04,cold,0,Walker
Andrew,2019-12-13,Charlie,2019-07-30,Martin,2019-08-12,"['Andrew', 'Charlie', 'Martin']",Andrew threw a party on the 13th of December. Charlie threw a party on the 30th of July. Martin threw a party on the 12th of August. The only person that threw a party in a cold month is,2019-12-13,cold,0,Andrew
Brandon,2019-01-28,Neil,2019-11-10,Charlie,2019-06-17,"['Brandon', 'Neil', 'Charlie']",Brandon got a raise on the 28th of January. Neil got a raise on the 10th of November. Charlie got a raise on the 17th of June. The only person that got a raise in a warm month is,2019-06-17,warm,1,Charlie
George,2019-12-27,Hope,2019-11-22,Maria,2019-09-28,"['George', 'Hope', 'Maria']",George went to the cinema on the 27th of December. Hope went to the cinema on the 22nd of November. Maria went to the cinema on the 28th of September. The only person that went to the cinema in a warm month is,2019-09-28,warm,1,Maria
William,2019-06-12,Jason,2019-02-23,Rachel,2019-10-25,"['William', 'Jason', 'Rachel']",William cleaned the shed on the 12th of June. Jason cleaned the shed on the 23rd of February. Rachel cleaned the shed on the 25th of October. The only person that cleaned the shed in a cold month is,2019-02-23,cold,0,Jason
Steve,2019-05-20,Joy,2019-03-27,Alex,2019-08-11,"['Steve', 'Joy', 'Alex']",Steve got a massage on the 20th of May. Joy got a massage on the 27th of March. Alex got a massage on the 11th of August. The only person that got a massage in a cold month is,2019-03-27,cold,0,Joy
Peter,2019-06-25,Fred,2019-08-04,Walker,2019-04-08,"['Peter', 'Fred', 'Walker']",Peter sent a package on the 25th of June. Fred sent a package on the 4th of August. Walker sent a package on the 8th of April. The only person that sent a package in a cold month is,2019-04-08,cold,0,Walker
Jerry,2019-11-27,Walker,2019-07-24,Richard,2019-05-21,"['Jerry', 'Walker', 'Richard']",Jerry visited a new city on the 27th of November. Walker visited a new city on the 24th of July. Richard visited a new city on the 21st of May. The only person that visited a new city in a cold month is,2019-11-27,cold,0,Jerry
William,2019-12-22,Michael,2019-12-26,Frank,2019-07-14,"['William', 'Michael', 'Frank']",William washed the car on the 22nd of December. Michael washed the car on the 26th of December. Frank washed the car on the 14th of July. The only person that washed the car in a warm month is,2019-07-14,warm,1,Frank
John,2019-03-27,Marco,2019-08-19,Luke,2019-01-12,"['John', 'Marco', 'Luke']",John went fishing on the 27th of March. Marco went fishing on the 19th of August. Luke went fishing on the 12th of January. The only person that went fishing in a warm month is,2019-08-19,warm,1,Marco
William,2019-07-27,Emily,2019-10-21,Jerry,2019-01-05,"['William', 'Emily', 'Jerry']",William attended a funeral on the 27th of July. Emily attended a funeral on the 21st of October. Jerry attended a funeral on the 5th of January. The only person that attended a funeral in a cold month is,2019-01-05,cold,0,Jerry
Ian,2019-01-07,Grant,2019-08-25,Scott,2019-07-30,"['Ian', 'Grant', 'Scott']",Ian won a contest on the 7th of January. Grant won a contest on the 25th of August. Scott won a contest on the 30th of July. The only person that won a contest in a cold month is,2019-01-07,cold,0,Ian
Jack,2019-01-31,Maria,2019-05-28,Neil,2019-05-19,"['Jack', 'Maria', 'Neil']",Jack took a taxi on the 31st of January. Maria took a taxi on the 28th of May. Neil took a taxi on the 19th of May. The only person that took a taxi in a cold month is,2019-01-31,cold,0,Jack
Brandon,2019-03-15,Steve,2019-02-14,Blake,2019-08-08,"['Brandon', 'Steve', 'Blake']",Brandon arrived in Germany on the 15th of March. Steve arrived in Germany on the 14th of February. Blake arrived in Germany on the 8th of August. The only person that arrived in Germany in a warm month is,2019-08-08,warm,1,Blake
Andrew,2019-06-29,Scott,2019-01-26,Michael,2019-09-15,"['Andrew', 'Scott', 'Michael']",Andrew went to a Chinese restaurant on the 29th of June. Scott went to a Chinese restaurant on the 26th of January. Michael went to a Chinese restaurant on the 15th of September. The only person that went to a Chinese restaurant in a cold month is,2019-01-26,cold,0,Scott
George,2019-06-28,Connor,2019-02-06,Joy,2019-02-25,"['George', 'Connor', 'Joy']",George arrived in Italy on the 28th of June. Connor arrived in Italy on the 6th of February. Joy arrived in Italy on the 25th of February. The only person that arrived in Italy in a warm month is,2019-06-28,warm,1,George
Hope,2019-08-29,Jerry,2019-05-09,Peter,2019-12-30,"['Hope', 'Jerry', 'Peter']",Hope took a taxi on the 29th of August. Jerry took a taxi on the 9th of May. Peter took a taxi on the 30th of December. The only person that took a taxi in a cold month is,2019-12-30,cold,0,Peter
Luke,2019-09-09,Scott,2019-10-05,Josh,2019-04-15,"['Luke', 'Scott', 'Josh']",Luke built a desktop computer on the 9th of September. Scott built a desktop computer on the 5th of October. Josh built a desktop computer on the 15th of April. The only person that built a desktop computer in a cold month is,2019-04-15,cold,0,Josh
Jack,2019-04-20,Kyle,2019-10-18,Brandon,2019-08-27,"['Jack', 'Kyle', 'Brandon']",Jack went to the gym on the 20th of April. Kyle went to the gym on the 18th of October. Brandon went to the gym on the 27th of August. The only person that went to the gym in a cold month is,2019-04-20,cold,0,Jack
Ryan,2019-11-22,Fred,2019-07-13,April,2019-05-31,"['Ryan', 'Fred', 'April']",Ryan donated clothes on the 22nd of November. Fred donated clothes on the 13th of July. April donated clothes on the 31st of May. The only person that donated clothes in a cold month is,2019-11-22,cold,0,Ryan
